id,content,sender,sentTime
41,"j,<span style=""white-space-collapse: preserve; color: rgb(255, 255, 255); font-size: 14.56px; background-color: rgb(33, 138, 255);"">알감자, QQ</span>:&nbsp;<span style=""color: rgb(255, 255, 255); font-size: 14.56px; white-space-collapse: preserve; background-color: rgb(33, 138, 255);"">업체 1 - 고객의 피드백이 가장 긍정적이고, 현재 저희와 협업기간이 길어 프로젝트를 잘 완료하고 수행하는데 합이 잘 맞을 것으로 기대함, </span><span style=""font-size: 14.56px; white-space-collapse: preserve; background-color: rgb(198, 227, 250);"">프로세스 및 프로젝트 일정을 알고 있고, 순조로운 협업이 가능한 회사는 성과점수와 고객의 피드백에서 증명하고 있음을 보여줌. 또한 당사와의 협업이력이 다른 업체보다 많으므로 최적의 파트너를 증명하고 있음 (</span><span style=""font-size: 14.56px; white-space-collapse: preserve; background-color: rgb(198, 227, 250);""> 높은 피드백으로 유기적인 프로젝트가 가능할것으로 보임)</span>",p73,2024-12-14 10:00:13
42,"3번 후보 : 본 회사와 프로젝트 협업 경험을 보유하고 있고, 역량 우수성이 입증된 사례가 있기 때문에 프로젝트의 일정과 품질, 순조로운 협업 모두 가능할 것으로 생각됨",p76,2024-12-14 10:00:15
43,저의 의견입니다.,p76,2024-12-14 10:00:19
44,3번이네요,p75,2024-12-14 10:00:22
45,치즈케익씨,p75,2024-12-14 10:01:03
46,"혹시, 3번 후보가",p75,2024-12-14 10:01:11
47,1번보다 좋아보이는 이유가 있을까요?,p75,2024-12-14 10:01:19
48,(5분남았습니다.),p75,2024-12-14 10:01:38
49,"다수가 업체 1을 선택을 하여 업체 1로 결정을 내리시죠! 다른 업체들도 사실 결정에서는 배제되었으나 좋은 역량을 가진거 같아서, 다음에 작은 규모의 프로젝트에서 조금씩 협업 해보면서 이어가는 것도 좋을거 같습니다!",p73,2024-12-14 10:01:43
50,넵 저는 성과 점수와 수상 내역에서 점수가 높은 점을 높게 평가하였습니다. 하지만 말씀하신 대로 신뢰도를 높게 생각하신 면에도 동의하기 때문에 1번 후보도 좋은 협업 상대가 될 것이라고 생각합니다!,p76,2024-12-14 10:02:26
51,의견 감사해요 치즈케익님!,p73,2024-12-14 10:02:48
52,오호.. 넵 jay님 말대로 반영하면 좋을 것 같네요,p75,2024-12-14 10:02:48
53,감사합니다.,p75,2024-12-14 10:02:51
54,"선정업체: 업체 1<br>이유:&nbsp;<span style=""white-space-collapse: preserve; color: rgb(255, 255, 255); font-size: 14.56px; background-color: rgb(198, 227, 250);"">높은 피드백으로 저희 회사와의 긴 협업기간으로 합이 잘 맞게 유기적인 프로젝트가 가능할것으로 보임</span>",p73,2024-12-14 10:02:53
55,이게 복사가,p73,2024-12-14 10:02:55
56,색깔이 같이 따라오네요,p73,2024-12-14 10:02:59
57,ㅋㅋㅋㅋㅋㅋㅋㅋ,p73,2024-12-14 10:03:00
58,ㅋㅋ 하얗게,p75,2024-12-14 10:03:06
59,그렇게 하시죠,p75,2024-12-14 10:03:11
60,그럼 오늘 회의는 여기서 마무리하쥬!,p73,2024-12-14 10:03:12
61,다들 좋은 주말! ㅋㅋㅋ,p73,2024-12-14 10:03:16
62,협업 프로젝트는 앞으로도 계속 있을테니 세 업체의 추후 성과들도 계속 지켜보면 좋을 것 같습니다!,p76,2024-12-14 10:03:16
63,좋은거 같아요!,p73,2024-12-14 10:03:23
64,예예~,p75,2024-12-14 10:03:31
65,협력업체는 많이 터둘수록 좋으니!,p73,2024-12-14 10:03:33
