id,content,sender,sentTime
38,지금 회사 자체가 혼란스럽다 보니,p60,2024-12-19 19:38:28
39,큰 도전을 해야되는 상황이라서,p60,2024-12-19 19:38:37
40,안정적인 팀장보단,p60,2024-12-19 19:38:42
41,능력 있고 비전 있는 팀장으로,p60,2024-12-19 19:38:54
42,발전도 기본적인 단합과 안정성 위에 있다고 생각합니다,p58,2024-12-19 19:39:45
43,저도 아이스크림 든 네오님 의견에 찬성합니다,p57,2024-12-19 19:40:14
44,당장 팀원들의 불안 속에서 팀장이 된다면 신뢰를 얻기 힘들지 않을까요?,p58,2024-12-19 19:40:16
45,근데 1번에 비해서 약간 낮은거지,p60,2024-12-19 19:40:39
46,객관적으로 봤을 때 100에서 80이면,p60,2024-12-19 19:40:52
47,회사가혼란할때일수록 극진적인 인사결정은 안된다생각합니다,p59,2024-12-19 19:41:00
48,팀원들에게 불안을 안겨줄 그런 평판은 아니라고 생각이 듭니다,p60,2024-12-19 19:41:04
49,급,p59,2024-12-19 19:41:44
50,저희 이제 결정해야하는데,p57,2024-12-19 19:42:12
51,저는 1번후보님 고수하는 바 입니다,p59,2024-12-19 19:42:48
52,저는 2번 후보자가 맞다고 생각합니다,p60,2024-12-19 19:43:07
53,저도 현재 회사 상황에서는 1번 후보가 적합하다고 생각합니다.,p57,2024-12-19 19:43:09
54,저도 1번 후보가 적합하다고 생각합니다,p58,2024-12-19 19:43:20
55,그럼 1번 하신 분들 중에서,p60,2024-12-19 19:43:51
56,선택한 이유 정리해서,p60,2024-12-19 19:44:00
57,톡방에 올리시면 될것 같습니다.,p60,2024-12-19 19:44:05
58,이유 회사 상황이 안정성을 추구해야 하는 만큼 사내평판이 좋고 오래된 경력으로 리더로써 적합하기 때문이라고 적어서 보낼게요!,p57,2024-12-19 19:45:33
59,괜찮을까요?,p57,2024-12-19 19:45:38
60,넵,p60,2024-12-19 19:45:39
61,좋습니다,p58,2024-12-19 19:45:42
