id,content,sender,sentTime
20,"팀장으로써 중요하다고 생각되는 역할이 팀원과의 화합인데 그 측면에서는 조금 역량이 낮다고 평가됩니다.","🤵p31","2024-12-15 14:09:28"
21,"사내 평판이 다소 낮은게 단점으로 볼 수 있습니다. 하지만, 좋은 성과를 내는 후보자가 승진되지 않고 평판이 좋은 것이 기준이 된다면, 구성원들이 높은 성과보다 좋은 평판을 위해 일하는 문화가 되지 않을까 우려스럽습니다.","👶라이언","2024-12-15 14:10:08"
22,"다른 시니어 분들은 팀장의 덕목 중 어떤게 중요하다고 생각하시나요?","🤵p31","2024-12-15 14:10:53"
23,"음 그것도 좋은 관점이네요","🤵참가자","2024-12-15 14:11:02"
24,"편하게 말씀해주세용","🤵p31","2024-12-15 14:11:49"
25,"회의가 너무 딱딱한거같아 용용체를 쓰겠습니당","🤵p31","2024-12-15 14:11:57"
26,"저는 팀간의 화합이 먼저 이루어져야","🤵p31","2024-12-15 14:12:46"
27,"팀원들도 그 속에서 자유롭게 의견을 내고","🤵p31","2024-12-15 14:12:53"
28,"후보자2가 공적 사항이나 학력은 우수한데, 팀장으로서 저는 회사에 대해 얼마나 아는가? 가 가장 중요한 사항이지 않나 싶어서, 사실 주니어님과는 조금 다른 의견입니다","🤵윤윤","2024-12-15 14:13:02"
29,"성과를 낼 수 있는 환경이 만들어진다고 생각해서 후보자1이 좋은거같아용","🤵p31","2024-12-15 14:13:13"
30,"감사합니당","🤵p31","2024-12-15 14:13:22"
31,"다른 시니어분들은 선호하는 후보자가 있으신가용","🤵p31","2024-12-15 14:13:41"
32,"팀장은 다양한 덕목을 갖추어야 하겠지만 현재 상황에서는 안정성과 경험이 많은 인원이 되어야 한다고 생각합니다.","🤵참가자","2024-12-15 14:14:07"
33,"특히 회사 내부를 깊이 이해할 수 있는 측면에서 근속 수가 가장 많은 후보자 1을 가장 우선 순위로 생각하고 있습니다.","🤵참가자","2024-12-15 14:14:40"
34,"저도 최근에 일어난 잦은 구조조정을 반영하여 불안한 와중에","🤵p31","2024-12-15 14:15:19"
35,"저도 후보자1이 가장 우선순위로 생각이 됩니다. 23년 경력에 비해 사내평판과 기여도 평가가 굉장히 높은 점수라고 판단이 되어요","🤵윤윤","2024-12-15 14:15:25"
36,"팀의 중심을 잡아줄 수 있는 새로운 리더가 필요할 것 같습니다.","🤵p31","2024-12-15 14:15:27"
37,"주니어분은 후보자1에 대해서 어떻게 생각하시나용","🤵p31","2024-12-15 14:15:47"
38,"물론 주니어님께서 말씀해주신 후보자 2도 혁신적인 측면에서 좋은 선택지가 될 수 있으나.. 근무 경력이나 나이에서 안정성이 조금은 부족하지 않을까 생각이 됩니다.","🤵참가자","2024-12-15 14:16:01"
39,"저는 오히려 근속 수가 김에도 조직 기여도가 가장 낮은 점이 팀장으로서 팀원들이 인정하고 신뢰할만한 후보자인가에 대해 다소 걱정스럽습니다!","👶라이언","2024-12-15 14:16:47"
40,"그럼 반대로 조직기여도가 낮지만 23년이나 근무했다는 점에서 자신의 능력은 조금 낮을지라도 팀원의 역량을 끌어내는 역할을 잘 할 수 있지 않을까용","🤵p31","2024-12-15 14:17:12"
41,"오히려 후보자 2와 같은 인재들이 회사를 떠나지 않을까 싶은 생각도 드네요.","👶라이언","2024-12-15 14:18:16"
42,"주니어님께서 좋은 지적을 해주셨습니다만, 후보자 1이 기여도는 낮으나 사내 평판이 높은 부분에서 많은 사람들에게 신뢰를 받고 있지 않을까 하는 생각이 듭니다.","🤵참가자","2024-12-15 14:18:46"
43,"후보자 1도 인재라고 생각이 듭니다. 후보자1과 같이 근속년수가 높은 사람들도 회사를 떠나면 문제가 되지 않을까요?","🤵p31","2024-12-15 14:19:43"
44,"말씀해주신 부분에 동의합니다.","👶라이언","2024-12-15 14:20:15"
45,"회사가 추구하는 리더십이 무엇인지가 중요하다고 생각합니다.","👶라이언","2024-12-15 14:20:30"
46,"아직 후보자2는 5년밖에 되지 않았으니 공로에 대한 성과를 인정하여 연봉을 올려주고 조금 더 지켜보는걸로 하는거도 좋을 것 같네요.","🤵p31","2024-12-15 14:20:39"
47,"다만 혁신을 이끌어 가는 회사라면, 지속적으로 안정적인 선택을 하기보다 리스크를 감수하더라도 높은 성과 가능성에 도전해야 하지 않을까 싶기도 하네요!","👶라이언","2024-12-15 14:21:18"
48,"주니어님 말씀에도 일부 동의합니다.","🤵p31","2024-12-15 14:21:57"
49,"하지만 시니어 세 분께서 의견이 동일하시니 저도 후보자 1로 결정하는 것에 대해 더이상 이견은 없습니다!","👶라이언","2024-12-15 14:22:13"
50,"넵 알겠습니다.","🤵p31","2024-12-15 14:22:33"
51,"다른 분들도 동의하시면 후보자1을 팀장으로 추대하겠습니다.","🤵p31","2024-12-15 14:22:44"
52,"네 동의합니다.&nbsp;","🤵참가자","2024-12-15 14:23:17"
53,"윤윤 시니어분 동의하시나요?","🤵p31","2024-12-15 14:23:37"
54,"넵넵 동의합니다!","🤵윤윤","2024-12-15 14:23:48"
55,"주니어분의 적극적이고 진취적인 의견 감사드립니다.","🤵참가자","2024-12-15 14:23:50"
56,"감사합니다 :)","👶라이언","2024-12-15 14:24:17"
