id,content,sender,sentTime
64,"네 저도 후보자 1 또는 2가 좋은 것 같습니다.","👶돌맹이","2024-12-21 14:24:36"
65,"그럼 혹시 의견 변화 있으신가요?","🤵권투하는 무지","2024-12-21 14:24:49"
66,"3명을 봤을 때 조직 기여도 평가와 사내평가가 반비례한다고 생각합니다.","👶돌맹이","2024-12-21 14:25:03"
67,"기여도가 높고 능력을 보일수록 평판이 떨어지는 것 같은데","👶돌맹이","2024-12-21 14:25:19"
68,"돌맹이님 관점으로 보면 1번은 리더십이 있는편인거고 2번은 해드십이 있는편이네요","🤵신나벌임","2024-12-21 14:25:30"
69,"저희는 좋게좋게 말하는 사람이 필요하기 보다","👶돌맹이","2024-12-21 14:25:46"
70,"회사의 미래를 책임질 사람이 필요하지 않을까요?","👶돌맹이","2024-12-21 14:25:59"
71,"아무래도 팀장의 의견에 팀이 따라가다보니, 팀장이 혁신적인 방향성을 제시할 수 있느냐가 중요한 것 같습니다.&nbsp;","🤵자몽","2024-12-21 14:26:02"
72,"근데 저는 승진심사의 의견도 중요한거 같습니다","🤵신나벌임","2024-12-21 14:26:22"
73,"최근 구조조정이 있었고 여러 리더 교체로 조직이 혼란스럽다","🤵신나벌임","2024-12-21 14:26:38"
74,"팀 내부를 안정화시키려면 1이 좋긴 하겠네요","🤵자몽","2024-12-21 14:27:23"
75,"팀장을 선택할때 시기도 사실 중요하긴하다는게 의견입니다.","🤵신나벌임","2024-12-21 14:27:28"
76,"이런 혼란스러운 상황에서 근무 경력이 5년밖에 되지 않은 후보자가 팀장이 된다면 다른 팀원들의 반발도 있을 것 같습니다","🤵권투하는 무지","2024-12-21 14:27:44"
77,"물론 2번이 팀장이 되면 성과가 낮아서 짤릴일은 없겠다고 안심할 수 있지만","🤵신나벌임","2024-12-21 14:27:52"
78,"역으로 외부에서 우리 조직을 공격할때 방패가 될 수 없는 점도 고려해야할 것 같아요","🤵신나벌임","2024-12-21 14:28:08"
79,"구조조정이 있을만큼 회사가 어려운 상황인데, 일단 회사가 살아남는게 더 중요하지 않을까요?","👶돌맹이","2024-12-21 14:28:16"
80,"물론 후보자 2가 능력 있으신 분인 것은 맞지만 시기 상","🤵권투하는 무지","2024-12-21 14:28:31"
81,"지금 승진은 아닌 것 같습니다","🤵권투하는 무지","2024-12-21 14:28:38"
82,"왠지 지금 1이 승진하고 2는 나중에 기회가 또 있을 것 같네요","🤵자몽","2024-12-21 14:28:43"
83,"반대로 타겟이 될때 정말 아무말도 못할 수도 있습니다. 팀이 통째로 사라질 수도 있어요","🤵신나벌임","2024-12-21 14:28:47"
84,"애플이나 MS 아마존에 팀들이 사라지는게","🤵신나벌임","2024-12-21 14:29:10"
85,"능력이 부족해서 사라지는게 아닌거처럼","🤵신나벌임","2024-12-21 14:29:19"
86,"능력이 곧 팀을 지킨다는 생각도 고민해봐야합니다","🤵신나벌임","2024-12-21 14:29:30"
87,"그런 회사는 능력이 좋은 인재들로 가득차있기떄문이 아닐까요?","👶돌맹이","2024-12-21 14:29:50"
88,"그럼 능력만 봤을 때는 후보자 2가 적합하지만, 회사의 사정과 시기상 지금은 후보자 1이 적합하다는 의견이신가요?&nbsp;","🤵자몽","2024-12-21 14:30:18"
89,"넵 그렇습니다","🤵권투하는 무지","2024-12-21 14:30:37"
90,"저도 그런 의견입미다","🤵신나벌임","2024-12-21 14:30:47"
91,"이사회 선호도를 일단 고려하면 1번이 맞을것 같아요","🤵신나벌임","2024-12-21 14:31:10"
92,"넵","🤵자몽","2024-12-21 14:31:27"
93,"안정성이 최우선순위라면 후보자 1이 적합한 것 같습니다.","👶돌맹이","2024-12-21 14:31:29"
94,"돌맹이님 보고 부탁드립니다!","🤵자몽","2024-12-21 14:31:37"
95,"감사합니다","🤵권투하는 무지","2024-12-21 14:33:22"
