id,content,sender,sentTime
31,"그럼 이유 종합해볼까요?","🤵우가우가","2024-12-21 20:05:31"
32,"네넵","무지(주니어)","2024-12-21 20:06:12"
33,"제가 해볼게요","무지(주니어)","2024-12-21 20:06:16"
34,"다년간 완료된 프로젝트와 고객의 리뷰수가 업체의 신뢰감을 줍니다","화나서방방뛰는튜브 🤵","2024-12-21 20:06:24"
35,"<span style=""font-size: 15.04px;"" _msttexthash=""301533908"" _msthash=""191"">단점에 대해 방어하는 코멘트도 하나 있으면 좋을거같습니다</span>","멋쟁이 프로도","2024-12-21 20:07:10"
36,"갑자기 3번도 괜찮을거같기도......<br>","🤵우가우가","2024-12-21 20:08:11"
37,"최종 선택지: 업체1,&nbsp; 선택이유: 업체1은 경험이 풍부하여 타 업체에 비해 검증이 되었고 위험부담이 적다고 판단됨. 또한 고객 피드백 측면에서 강점이 있으며 직원이 많아 대규모 프로젝트를 안정적으로 수행하기에 적합하다고 생각됨.&nbsp;","무지(주니어)","2024-12-21 20:08:47"
38,"<span style=""font-size: 15.04px;"" _msttexthash=""84759064"" _msthash=""207"">한번 말씀해주세요 우가님</span>","멋쟁이 프로도","2024-12-21 20:08:56"
39,"<span style=""font-size: 15.04px;"">협업한 기간은 좀 뒤쳐지는데 그래도 프로젝트 3개를 완료하므로써 업체는 검증했고, 엔지리어닝 우수성을 인정받았다는 점에서 하청 품질도 좋을거같아요</span>","🤵우가우가","2024-12-21 20:09:29"
40,"성과 점수도 1번보다 높구요","🤵우가우가","2024-12-21 20:10:12"
41,"<font _mstmutation=""1"" _msttexthash=""183329497"" _msthash=""216"">ㄱㄱㅡ렇기는 한데, 고객 피드백은 더 낮습니다</font>","멋쟁이 프로도","2024-12-21 20:10:34"
42,"그러나 고객 피드백이 낮고 , 협업 기간이 2년으로 업체 1과 비교하여 경력 차이가 10년이나 난다는 점도 무시할 수 없다고 봅니다..&nbsp;","무지(주니어)","2024-12-21 20:10:35"
43,"직원 수는 적지 않네요","멋쟁이 프로도","2024-12-21 20:10:57"
44,"제가 어렵다고 한 이유도 1번 3번 고민이 조금 되었기 때문에..","무지(주니어)","2024-12-21 20:11:04"
45,"이게 정량적으로 평가할 수 있는 요소라면 통계모델을 돌려서 결정하면 되는데 그렇게 할 수 없으니까... 어려운거죠 결정이 ㅜ","무지(주니어)","2024-12-21 20:11:44"
46,"<font _mstmutation=""1"" _msttexthash=""4126668"" _msthash=""247"">네</font>","멋쟁이 프로도","2024-12-21 20:11:54"
47,"다른분 의견도 궁금합니다","무지(주니어)","2024-12-21 20:12:10"
48,"전 부동 1번업체요&nbsp;","화나서방방뛰는튜브 🤵","2024-12-21 20:12:35"
49,"1번은 단순히 오래 편하게 계속 관계를 유지해온 업체같고,<br>3번은 같이 일한지는 얼마 안됐지만, 성과면에서 점수가 높은걸 보면 새로 떠오르는, 퀄 좋은 신흥 업체일수 있겠다는 생각이 드네요","🤵우가우가","2024-12-21 20:12:43"
50,"고인물은 썩기 마련이죠","🤵우가우가","2024-12-21 20:13:01"
51,"<span style=""font-size: 15.04px;"" _msttexthash=""277946734"" _msthash=""262"">새로 작은 규모의 프로젝트를 맡긴다면 2,3번업체도 좋지만</span>","멋쟁이 프로도","2024-12-21 20:13:20"
52,"짬밥을 무시하기가 힘들다고 봅니다.. 갠적으로는","무지(주니어)","2024-12-21 20:13:37"
53,"프로젝트의 성공은 하청업체의 역량과 협업 능력에 크게 좌우될 예정이래요","🤵우가우가","2024-12-21 20:13:46"
54,"혹시나 문제가 생긴다면 문제에 대한 대처는 1번이 빠르지않을까요&nbsp;","화나서방방뛰는튜브 🤵","2024-12-21 20:13:48"
55,"<span style=""font-size: 15.04px;"" _msttexthash=""479296506"" _msthash=""274"">주요고객이라면 오랜기간 맡겨온 업체를 선택하는것이 안전하다고 생각합니다</span>","멋쟁이 프로도","2024-12-21 20:13:56"
56,"<span style=""font-size: 15.04px;"" _msttexthash=""107879044"" _msthash=""282"">대규모 프로젝트이기도 하고요</span>","멋쟁이 프로도","2024-12-21 20:14:14"
57,"오래 일해온 고객이 프로젝트를 100% 성공시킬수 있다는 보장은 없죵","🤵우가우가","2024-12-21 20:14:18"
58,"오래 일해온 업체요.,, 고객이 아니라 업체,,","🤵우가우가","2024-12-21 20:14:34"
59,"성과점수가 확연히 높은게 아니라 비슷하다면 전&nbsp; 오래일해온 업체를 선택할거같아요","화나서방방뛰는튜브 🤵","2024-12-21 20:15:18"
60,"그럼 다수결로 할까요!??","🤵우가우가","2024-12-21 20:15:35"
61,"1번이신분!!","🤵우가우가","2024-12-21 20:15:41"
62,"<font _mstmutation=""1"" _msttexthash=""4128215"" _msthash=""303"">넵</font>","멋쟁이 프로도","2024-12-21 20:15:42"
63,"저요!","화나서방방뛰는튜브 🤵","2024-12-21 20:15:49"
64,"<span style=""font-size: 15.04px;"" _msttexthash=""9946144"" _msthash=""314"">저요</span>","멋쟁이 프로도","2024-12-21 20:15:52"
65,"무지님은용??","🤵우가우가","2024-12-21 20:16:04"
66,"그렇지만 안정성 측면에서 실패할 확률을 낮출 수 있지 않을까요? 주니어의 관점에서는 성과를 내는 게 중요한데, 업체 3은 신흥 업체로서 좋은 퍼포먼스를 내면 주니어 입장에서도 좋으나, 하방이 1번에 비해 낮을 수도 있기때문에 이게 단점이 될수도 있다고 생각하여","무지(주니어)","2024-12-21 20:16:22"
67,"저는 그래도 1번을 선택할거같습니다","무지(주니어)","2024-12-21 20:16:32"
68,"그럼 1번으로 가요 ㅎㅎ","🤵우가우가","2024-12-21 20:16:40"
69,"막내님이 원래 카톡방에 위에 정리해주셨던 내용 발표 부탁드릴게요!","🤵우가우가","2024-12-21 20:17:09"
70,"모바일이라서 위로 올라가기 힘드시면 제가 할게요!","🤵우가우가","2024-12-21 20:17:17"
71,"제가 하겠습니다","무지(주니어)","2024-12-21 20:17:33"
72,"감사합니다 ㅎㅎ","🤵우가우가","2024-12-21 20:17:50"
